Name,Formula,Class,TC,DB,count,Molecular Weight,Sample,RT [min],Area
PS(38:6),C44 H74 N O10 P,PS,38,06,52,807.50175,Area: cbr_n62.raw (F1),8.792,590969.434270874
PS(38:4e),C44 H80 N O9 P,PS,38,4e,52,797.55428,Area: cbr_n62.raw (F1),13.994,248239.408114329
PE(16:4_21:1),C42 H74 N O8 P,PE,37,05,28,751.51137,Area: cbr_n62.raw (F1),6.23,109480.186766906
PC(19:0_18:1),C45 H88 N O8 P,PC,37,01,51,801.63266,Area: cbr_n62.raw (F1),14.367,19884.675291656
LPC(17:0),C25 H52 N O7 P,LPC,17,00,35,509.34637,Area: cbr_n62.raw (F1),3.362,266350.320294682
PS(33:2),C39 H72 N O10 P,PS,33,02,48,745.48765,Area: cbr_n62.raw (F1),4.339,93050.2078079646
PC(9:0_9:0),C26 H52 N O8 P,PC,18,00,52,537.34147,Area: cbr_n62.raw (F1),1.813,87155.6025011281
PS(34:4),C40 H70 N O10 P,PS,34,04,52,755.47093,Area: cbr_n62.raw (F1),7.863,424832.425659538
PC(8:0_10:1),C26 H50 N O8 P,PC,18,01,52,535.32576,Area: cbr_n62.raw (F1),1.595,82000.0903347588
PE(6:0_12:1),C23 H44 N O8 P,PE,18,01,51,493.27912,Area: cbr_n62.raw (F1),1.628,54814.4693716354
LPC(12:0),C20 H42 N O7 P,LPC,12,00,52,439.26842,Area: cbr_n62.raw (F1),1.529,56930.5395963456
PA(60:0),C63 H125 O8 P,PA,60,00,51,1040.90858,Area: cbr_n62.raw (F1),18.747,61985.64540134
PC(4:0_12:0),C24 H48 N O8 P,PC,16,00,51,509.30999,Area: cbr_n62.raw (F1),1.44,124209.710189164
PS(38:8),C44 H70 N O10 P,PS,38,08,52,803.47085,Area: cbr_n62.raw (F1),6.521,348409.805083138
LPC(20:1),C28 H56 N O7 P,LPC,20,01,52,549.37756,Area: cbr_n62.raw (F1),4.042,58455.7876341349
PE(18:3_18:3),C41 H70 N O8 P,PE,36,06,7,735.48357,Area: cbr_n62.raw (F1),6.884,295014.666086453
DG(36:3e) +NH4,C39 H72 O4,DG,36,3e,9,604.54094,Area: cbr_n62.raw (F1),17.845,14956.4775688459
PE(18:0e_18:0),C41 H84 N O7 P,PE,36,0e,49,733.5972,Area: cbr_n62.raw (F1),17.085,101700.082382753
PS(18:3_18:3),C42 H70 N O10 P,PS,36,06,52,779.47327,Area: cbr_n62.raw (F1),7.142,346674.213325241
PE(9:0_24:2),C38 H72 N O8 P,PE,33,02,24,701.49915,Area: cbr_n62.raw (F1),8.973,56828.5625979113
PE(8:0_10:0),C23 H46 N O8 P,PE,18,00,51,495.2949,Area: cbr_n62.raw (F1),1.883,30429.7144839604
PS(16:1_18:3),C40 H70 N O10 P,PS,34,04,52,755.47218,Area: cbr_n62.raw (F1),6.179,140032.16962254
PE(10:1e_10:0),C25 H50 N O7 P,PE,20,1e,51,507.33145,Area: cbr_n62.raw (F1),4.162,81692.5294786393
PE(17:0e),C22 H46 N O7 P,PE,17,0e,45,467.30031,Area: cbr_n62.raw (F1),3.464,27049.5574929533
PC(6:0_22:1),C36 H70 N O8 P,PC,28,01,6,675.48201,Area: cbr_n62.raw (F1),6.428,109870.867052311
LPC(16:2),C24 H46 N O7 P,LPC,16,02,49,491.29969,Area: cbr_n62.raw (F1),1.824,48289.3139021977
PG(18:3_18:3),C42 H71 O10 P,PG,36,06,51,766.4771,Area: cbr_n62.raw (F1),5.81,162061.387004333
PC(16:1),C24 H46 N O8 P,PC,16,01,31,507.29435,Area: cbr_n62.raw (F1),1.341,59955.3563513078
PE(37:3e),C42 H80 N O7 P,PE,37,3e,46,741.5645,Area: cbr_n62.raw (F1),8.941,65093.8278225405
PE(8:1e_10:1),C23 H44 N O7 P,PE,18,2e,37,477.28397,Area: cbr_n62.raw (F1),1.606,9537.01683074861
PS(38:6),C44 H74 N O10 P,PS,38,06,19,807.5004,Area: cbr_n62.raw (F1),8.552,87893.1306069724
PE(12:0p_6:0),C23 H46 N O7 P,PE,18,0p,32,479.29972,Area: cbr_n62.raw (F1),1.865,39988.535414802
PG(28:6),C34 H55 O10 P,PG,28,06,34,654.35219,Area: cbr_n62.raw (F1),4.049,12152.9011326074
PG(26:5),C32 H53 O10 P,PG,26,05,29,628.33643,Area: cbr_n62.raw (F1),3.882,40149.1974368033
LPC(16:3),C24 H44 N O7 P,LPC,16,03,39,489.28395,Area: cbr_n62.raw (F1),1.541,20067.3054609171
PE(17:0e),C22 H46 N O7 P,PE,17,0e,4,467.30017,Area: cbr_n62.raw (F1),3.754,48029.727347252
PC(18:1_18:3),C44 H80 N O8 P,PC,36,04,3,781.563,Area: cbr_n62.raw (F1),9.121,32339.1205549296
PI(16:1_18:3),C43 H75 O13 P,PI,34,04,1,830.49415,Area: cbr_n62.raw (F1),6.437,30996.7499264287
PC(16:1_18:1),C42 H80 N O8 P,PC,34,02,52,757.55939,Area: cbr_n71.raw (F2),9.268,388080898.810609
PC(16:1_16:1),C40 H76 N O8 P,PC,32,02,52,729.52826,Area: cbr_n71.raw (F2),7.528,192962373.115945
PE(16:1_18:1),C39 H74 N O8 P,PE,34,02,52,715.51311,Area: cbr_n71.raw (F2),9.693,217189874.857498
TG(4:0_18:1_16:0) +NH4,C41 H76 O6,TG,38,01,45,664.56156,Area: cbr_n71.raw (F2),17.518,322263414.771432
PC(18:0_18:2),C44 H84 N O8 P,PC,36,02,52,785.5906,Area: cbr_n71.raw (F2),11.319,160689307.319403
PC(16:0_16:1),C40 H78 N O8 P,PC,32,01,52,731.54394,Area: cbr_n71.raw (F2),9.116,287043524.469823
PC(16:0_18:1),C42 H82 N O8 P,PC,34,01,52,759.57513,Area: cbr_n71.raw (F2),11.175,235509964.180428
TG(16:0_16:0_16:1) +NH4,C51 H96 O6,TG,48,01,49,804.71763,Area: cbr_n71.raw (F2),21.056,373755787.064932
TG(16:1_16:1_16:0) +NH4,C51 H94 O6,TG,48,02,49,802.70214,Area: cbr_n71.raw (F2),20.595,484913153.181771
TG(4:0_16:1_16:0) +NH4,C39 H72 O6,TG,36,01,40,636.53039,Area: cbr_n71.raw (F2),16.083,338927096.221014
TG(16:0_16:1_18:1) +NH4,C53 H98 O6,TG,50,02,52,830.73307,Area: cbr_n71.raw (F2),21.021,549424282.761961
TG(16:0_16:0_18:1) +NH4,C53 H100 O6,TG,50,01,47,832.74885,Area: cbr_n71.raw (F2),21.39,178228.039578475
PE(16:0_18:1),C39 H76 N O8 P,PE,34,01,52,717.52894,Area: cbr_n71.raw (F2),11.685,168160945.351543
PE(18:1_18:1),C41 H78 N O8 P,PE,36,02,52,743.54441,Area: cbr_n71.raw (F2),11.827,119603426.742411
TG(16:0_18:1_18:1) +NH4,C55 H102 O6,TG,52,02,33,858.76436,Area: cbr_n71.raw (F2),21.356,49070.9541871356
PE(18:0_18:3),C41 H76 N O8 P,PE,36,03,52,741.52894,Area: cbr_n71.raw (F2),10.098,154069073.937675
PC(16:0_18:3),C42 H78 N O8 P,PC,34,03,52,755.54391,Area: cbr_n71.raw (F2),7.879,115875404.04065
PC(18:1_18:3),C44 H80 N O8 P,PC,36,04,52,781.55948,Area: cbr_n71.raw (F2),8.396,101617579.231314
TG(16:0_16:1_14:0) +NH4,C49 H92 O6,TG,46,01,35,776.68646,Area: cbr_n71.raw (F2),20.61,73016.4518136705
PE(16:1_16:1),C37 H70 N O8 P,PE,32,02,52,687.48206,Area: cbr_n71.raw (F2),7.856,49828609.4264986
PC(18:1_18:2),C44 H82 N O8 P,PC,36,03,52,783.57498,Area: cbr_n71.raw (F2),9.671,115442146.266941
TG(16:0_12:0_16:1) +NH4,C47 H88 O6,TG,44,01,31,748.65527,Area: cbr_n71.raw (F2),19.999,74896613.0055149
LPC(18:1),C26 H52 N O7 P,LPC,18,01,51,521.34616,Area: cbr_n71.raw (F2),3.023,19075639.7412994
TG(16:1_16:1_16:1) +NH4,C51 H92 O6,TG,48,03,39,800.68646,Area: cbr_n71.raw (F2),19.98,135633197.72381
PE(16:1_18:2),C39 H72 N O8 P,PE,34,03,52,713.49779,Area: cbr_n71.raw (F2),8.208,60244040.5547281
PE(16:0_16:1),C37 H72 N O8 P,PE,32,01,52,689.49767,Area: cbr_n71.raw (F2),9.55,63122065.9637906
LPC(16:1),C24 H48 N O7 P,LPC,16,01,52,493.31494,Area: cbr_n71.raw (F2),2.151,33451928.1283742
PE(12:0p_6:0),C23 H46 N O7 P,PE,18,0p,51,479.29985,Area: cbr_n71.raw (F2),3.141,19742391.8471195
TG(16:1_16:1_6:0) +NH4,C41 H74 O6,TG,38,02,32,662.54591,Area: cbr_n71.raw (F2),16.092,50687.9821876017
PC(18:0_18:1),C44 H86 N O8 P,PC,36,01,39,787.60654,Area: cbr_n71.raw (F2),13.716,26576304.9837563
PE(18:2_18:2),C41 H74 N O8 P,PE,36,04,52,739.51327,Area: cbr_n71.raw (F2),8.773,85471966.3487753
PE(12:0p_24:0),C41 H82 N O7 P,PE,36,0p,52,731.58125,Area: cbr_n71.raw (F2),15.623,29819427.3758219
TG(16:1_14:0_16:1) +NH4,C49 H90 O6,TG,46,02,36,774.67094,Area: cbr_n71.raw (F2),20.002,26330.1186596397
TG(4:0_16:1_14:0) +NH4,C37 H68 O6,TG,34,01,30,608.49918,Area: cbr_n71.raw (F2),14.396,61420774.5245252
PE(18:0e_18:3),C41 H78 N O7 P,PE,36,3e,52,727.54987,Area: cbr_n71.raw (F2),12.386,42984000.8796939
PC(16:0_18:3),C42 H78 N O8 P,PC,34,03,50,755.54394,Area: cbr_n71.raw (F2),8.295,69472739.6321771
PE(18:0_18:1),C41 H80 N O8 P,PE,36,01,52,745.56043,Area: cbr_n71.raw (F2),14.175,30721554.4994759
PC(16:1_18:3),C42 H76 N O8 P,PC,34,04,52,753.52827,Area: cbr_n71.raw (F2),6.87,59979643.5804051
TG(16:0_18:1_6:0) +NH4,C43 H80 O6,TG,40,01,22,692.59285,Area: cbr_n71.raw (F2),18.465,28450997.5967645
PE(10:0p_6:0),C21 H42 N O7 P,PE,16,0p,52,451.2687,Area: cbr_n71.raw (F2),2.237,8264184.53571971
PI(16:1_18:1),C43 H79 O13 P,PI,34,02,52,834.52418,Area: cbr_n71.raw (F2),8.036,10189670.7988973
PS(16:1_20:1),C42 H78 N O10 P,PS,36,02,27,787.53441,Area: cbr_n71.raw (F2),10.09,20753581.1361348
PE(12:0p_22:0),C39 H78 N O7 P,PE,34,0p,52,703.54997,Area: cbr_n71.raw (F2),13.475,12808962.971098
PC(16:1_14:0),C38 H74 N O8 P,PC,30,01,52,703.5128,Area: cbr_n71.raw (F2),7.396,12777343.3241178
PE(18:0_18:3),C41 H76 N O8 P,PE,36,03,50,741.52901,Area: cbr_n71.raw (F2),10.816,41196415.2074572
PE(18:3_18:2),C41 H72 N O8 P,PE,36,05,52,737.49752,Area: cbr_n71.raw (F2),7.46,24046293.1394709
PE(18:0e_18:2),C41 H80 N O7 P,PE,36,2e,52,729.56553,Area: cbr_n71.raw (F2),14.008,9489646.35024247
LPC(18:2),C26 H50 N O7 P,LPC,18,02,51,519.33065,Area: cbr_n71.raw (F2),2.359,8668499.21116004
PE(18:0p_18:1),C41 H80 N O7 P,PE,36,1p,52,729.56563,Area: cbr_n71.raw (F2),15.278,19408459.4174619
PE(16:1_18:2),C39 H72 N O8 P,PE,34,03,50,713.49786,Area: cbr_n71.raw (F2),8.683,26439229.9619327
DG(16:0_18:1) +NH4,C37 H70 O5,DG,34,01,52,594.52022,Area: cbr_n71.raw (F2),15.198,7344177.78636066
TG(4:0_16:1_16:1) +NH4,C39 H70 O6,TG,36,02,13,634.51496,Area: cbr_n71.raw (F2),14.098,42540456.2883496
PE(16:1_18:3),C39 H70 N O8 P,PE,34,04,52,711.48222,Area: cbr_n71.raw (F2),7.145,22749005.8249743
PC(18:0_16:0),C42 H84 N O8 P,PC,34,00,48,761.59081,Area: cbr_n71.raw (F2),13.53,5943712.52323499
PS(39:1),C45 H86 N O10 P,PS,39,01,52,831.59848,Area: cbr_n71.raw (F2),11.321,11554054.6881536
PE(18:2_18:2),C41 H74 N O8 P,PE,36,04,28,739.51326,Area: cbr_n71.raw (F2),8.565,4572001.13611167
PC(18:3_18:2),C44 H78 N O8 P,PC,36,05,51,779.54377,Area: cbr_n71.raw (F2),7.173,32052854.0290983
CerP(d21:2_18:0+O),C39 H76 N O7 P,CerP,d39,2+O,50,701.5334,Area: cbr_n71.raw (F2),11.02,206549.280994912
PE(18:3_18:3),C41 H70 N O8 P,PE,36,06,52,735.4822,Area: cbr_n71.raw (F2),6.525,22015909.5754404
PE(8:1e_10:1),C23 H44 N O7 P,PE,18,2e,52,477.28441,Area: cbr_n71.raw (F2),2.477,4594758.91531807
LPC(16:0),C24 H50 N O7 P,LPC,16,00,49,495.33073,Area: cbr_n71.raw (F2),2.836,2442437.04182827
PI(16:0_16:1),C41 H77 O13 P,PI,32,01,52,808.50874,Area: cbr_n71.raw (F2),7.9,6232004.6552227
PE(12:0p_6:0),C23 H46 N O7 P,PE,18,0p,36,479.29981,Area: cbr_n71.raw (F2),3.341,6359265.77151482
TG(20:0e_16:1_18:1) +NH4,C57 H108 O5,TG,54,2e,52,872.81689,Area: cbr_n71.raw (F2),22.06,11301297.3394538
TG(16:1_16:1_18:2) +NH4,C53 H94 O6,TG,50,04,25,826.70251,Area: cbr_n71.raw (F2),20.283,10738894.1898054
PG(16:0_18:2),C40 H75 O10 P,PG,34,02,52,746.50824,Area: cbr_n71.raw (F2),8.615,6923897.60222147
PI(16:0_18:1),C43 H81 O13 P,PI,34,01,52,836.53979,Area: cbr_n71.raw (F2),9.721,6368778.27127388
PC(18:0_18:3),C44 H82 N O8 P,PC,36,03,32,783.57499,Area: cbr_n71.raw (F2),10.366,34849019.6661966
PI(18:1_18:2),C45 H81 O13 P,PI,36,03,52,860.53964,Area: cbr_n71.raw (F2),8.388,8878873.6752675
DG(16:1_18:1) +NH4,C37 H68 O5,DG,34,02,51,592.5046,Area: cbr_n71.raw (F2),12.935,6651000.04323528
PC(18:3_18:3),C44 H76 N O8 P,PC,36,06,52,777.52829,Area: cbr_n71.raw (F2),6.298,11269604.6816766
PI(18:2_18:2),C45 H79 O13 P,PI,36,04,52,858.52418,Area: cbr_n71.raw (F2),7.337,9466060.52229195
PS(37:1),C43 H82 N O10 P,PS,37,01,20,803.56729,Area: cbr_n71.raw (F2),9.267,28941480.4324569
PC(8:1e_9:0),C25 H50 N O7 P,PC,17,1e,50,507.33216,Area: cbr_n71.raw (F2),3.016,2703206.0868874
PC(17:1_18:1),C43 H82 N O8 P,PC,35,02,52,771.57522,Area: cbr_n71.raw (F2),10.279,7006173.60622972
TG(16:0_14:3_11:2) +NH4,C44 H74 O6,TG,41,05,5,698.54527,Area: cbr_n71.raw (F2),17.699,29647939.5275841
CerP(d21:2_18:0+O),C39 H76 N O7 P,CerP,d39,2+O,52,701.53445,Area: cbr_n71.raw (F2),13.023,7611736.04266268
DG(18:1_18:1) +NH4,C39 H72 O5,DG,36,02,51,620.53583,Area: cbr_n71.raw (F2),15.239,4149052.07653831
TG(18:0e_16:1_18:1) +NH4,C55 H104 O5,TG,52,2e,52,844.78549,Area: cbr_n71.raw (F2),21.823,11422443.5926502
PE(12:0p_6:0),C23 H46 N O7 P,PE,18,0p,52,479.30074,Area: cbr_n71.raw (F2),2.145,4293978.71897133
PI(18:0_18:2),C45 H83 O13 P,PI,36,02,52,862.55529,Area: cbr_n71.raw (F2),9.831,6455196.23964733
TG(18:0e_16:0_18:1) +NH4,C55 H106 O5,TG,52,1e,51,846.80124,Area: cbr_n71.raw (F2),22.098,6582249.91114353
PI(16:1_16:1),C41 H75 O13 P,PI,32,02,52,806.4932,Area: cbr_n71.raw (F2),6.586,2616106.0961045
PC(17:0_18:1),C43 H84 N O8 P,PC,35,01,52,773.59063,Area: cbr_n71.raw (F2),11.809,6813015.8623022
PG(16:0_16:1),C38 H73 O10 P,PG,32,01,52,720.49272,Area: cbr_n71.raw (F2),8.252,2731215.5320701
DG(16:0_16:1) +NH4,C35 H66 O5,DG,32,01,52,566.48902,Area: cbr_n71.raw (F2),12.858,6087933.0953069
LPC(16:0),C24 H50 N O7 P,LPC,16,00,51,495.33073,Area: cbr_n71.raw (F2),3.066,7588355.49531939
PE(16:1_20:1),C41 H78 N O8 P,PE,36,02,51,743.54409,Area: cbr_n71.raw (F2),8.395,3323304.92790642
PE(8:0e_10:3),C23 H42 N O7 P,PE,18,3e,52,475.26877,Area: cbr_n71.raw (F2),2.002,3727178.02199715
TG(4:0_14:1_16:1) +NH4,C37 H66 O6,TG,34,02,7,606.48365,Area: cbr_n71.raw (F2),11.976,26059.3140921105
TG(18:0e_16:1_16:0) +NH4,C53 H102 O5,TG,50,1e,52,818.77009,Area: cbr_n71.raw (F2),21.847,5878058.75592469
LPC(18:3),C26 H48 N O7 P,LPC,18,03,52,517.31521,Area: cbr_n71.raw (F2),1.938,4005567.55675222
LPC(18:1),C26 H52 N O7 P,LPC,18,01,8,521.34617,Area: cbr_n71.raw (F2),3.224,11630617.3864253
TG(16:0_12:2_11:3) +NH4,C42 H70 O6,TG,39,05,1,670.51433,Area: cbr_n71.raw (F2),16.295,19280677.3756761
TG(16:1_12:0_16:1) +NH4,C47 H86 O6,TG,44,02,5,746.63937,Area: cbr_n71.raw (F2),19.165,1787795.5803881
PS(18:3_18:3),C42 H70 N O10 P,PS,36,06,52,779.47207,Area: cbr_n71.raw (F2),5.698,4210972.50321834
PC(20:0e_14:1),C42 H84 N O7 P,PC,34,1e,52,745.59614,Area: cbr_n71.raw (F2),13.02,4438893.65630758
PC(16:1_14:1),C38 H72 N O8 P,PC,30,02,49,701.49738,Area: cbr_n71.raw (F2),6.458,2505086.649105
CerP(t38:1+O),C38 H76 N O8 P,CerP,t38,1+O,51,705.52849,Area: cbr_n71.raw (F2),8.936,3706705.76436417
PG(16:0_18:1),C40 H77 O10 P,PG,34,01,52,748.52412,Area: cbr_n71.raw (F2),10.087,2191745.88364291
PE(10:0e_6:0),C21 H44 N O7 P,PE,16,0e,51,453.28433,Area: cbr_n71.raw (F2),3.157,5602154.87682606
PS(18:1_18:2),C42 H76 N O10 P,PS,36,03,51,785.51831,Area: cbr_n71.raw (F2),8.59,2770611.71909221
PS(18:0_18:1),C42 H80 N O10 P,PS,36,01,52,789.55022,Area: cbr_n71.raw (F2),12.214,5203019.02034576
PI(16:0_18:3),C43 H77 O13 P,PI,34,03,48,832.50871,Area: cbr_n71.raw (F2),6.871,1897637.70482173
PC(19:0_18:1),C45 H88 N O8 P,PC,37,01,52,801.62203,Area: cbr_n71.raw (F2),14.269,4332608.35694226
PE(20:0e_18:1),C43 H86 N O7 P,PE,38,1e,52,759.61232,Area: cbr_n71.raw (F2),17.192,3047086.26702948
PA(58:0),C61 H121 O8 P,PA,58,00,52,1012.87744,Area: cbr_n71.raw (F2),17.787,952254.827434369
PG(18:1_18:2),C42 H77 O10 P,PG,36,03,52,772.52372,Area: cbr_n71.raw (F2),8.743,1802693.10276916
TG(20:0e_18:1_18:1) +NH4,C59 H112 O5,TG,56,2e,43,900.84825,Area: cbr_n71.raw (F2),22.317,3676518.89365482
DG(34:3e),C37 H68 O4,DG,34,3e,52,576.50967,Area: cbr_n71.raw (F2),21.382,5557764.6249386
PC(32:2),C40 H76 N O8 P,PC,32,02,52,729.52955,Area: cbr_n71.raw (F2),10.707,708708.901850825
DG(16:1_16:1) +NH4,C35 H64 O5,DG,32,02,46,564.47336,Area: cbr_n71.raw (F2),10.628,3296240.37395368
DG(32:3e),C35 H64 O4,DG,32,3e,52,548.47855,Area: cbr_n71.raw (F2),8.248,1436605.8536064
PC(16:1_17:0),C41 H80 N O8 P,PC,33,01,35,745.55946,Area: cbr_n71.raw (F2),9.657,5457133.70145979
PC(25:1_8:0),C41 H80 N O8 P,PC,33,01,31,745.5594,Area: cbr_n71.raw (F2),10.185,4728146.5652764
TG(16:0_18:1_6:0) +NH4,C43 H80 O6,TG,40,01,5,692.59311,Area: cbr_n71.raw (F2),18.743,13285854.1279395
PG(16:0_18:3),C40 H73 O10 P,PG,34,03,48,744.49265,Area: cbr_n71.raw (F2),7.157,1401335.6767293
PE(20:0e_18:2),C43 H84 N O7 P,PE,38,2e,52,757.59645,Area: cbr_n71.raw (F2),16.086,1935350.99227409
DG(34:4e),C37 H66 O4,DG,34,4e,44,574.49403,Area: cbr_n71.raw (F2),8.05,1811017.09172802
PE(20:0e_18:3),C43 H82 N O7 P,PE,38,3e,52,755.58115,Area: cbr_n71.raw (F2),14.91,4106480.35898923
DG(34:4e),C37 H66 O4,DG,34,4e,40,574.49401,Area: cbr_n71.raw (F2),8.619,2359005.45420255
PS(16:0_18:1),C40 H76 N O10 P,PS,34,01,52,761.51878,Area: cbr_n71.raw (F2),9.984,4848721.09472696
PS(18:1_18:3),C42 H74 N O10 P,PS,36,04,52,783.50266,Area: cbr_n71.raw (F2),7.502,4738107.90018302
PS(16:1_18:1),C40 H74 N O10 P,PS,34,02,52,759.5028,Area: cbr_n71.raw (F2),8.222,3489000.85350881
PI(18:3_18:3),C45 H75 O13 P,PI,36,06,52,854.49286,Area: cbr_n71.raw (F2),5.592,2609740.41592839
PI(18:3_18:2),C45 H77 O13 P,PI,36,05,52,856.50853,Area: cbr_n71.raw (F2),6.3,2197881.27962851
PE(20:0_18:1),C43 H84 N O8 P,PE,38,01,52,773.59143,Area: cbr_n71.raw (F2),16.165,2307692.72230605
DG(34:3e),C37 H68 O4,DG,34,3e,49,576.50961,Area: cbr_n71.raw (F2),17.523,3242799.00088418
DG(32:3e),C35 H64 O4,DG,32,3e,47,548.47841,Area: cbr_n71.raw (F2),16.074,3562016.97958527
DG(20:3e),C23 H40 O4,DG,20,3e,51,380.29108,Area: cbr_n71.raw (F2),16.089,2773943.11154414
PI(16:0_18:3),C43 H77 O13 P,PI,34,03,52,832.50866,Area: cbr_n71.raw (F2),7.224,3674666.6104125
PE(17:1_16:0),C38 H74 N O8 P,PE,33,01,51,703.51414,Area: cbr_n71.raw (F2),10.648,861990.445347285
PE(20:1_18:1),C43 H82 N O8 P,PE,38,02,52,771.57627,Area: cbr_n71.raw (F2),14.148,1011478.27623318
DG(32:3e),C35 H64 O4,DG,32,3e,51,548.47844,Area: cbr_n71.raw (F2),20.599,2678817.87524008
PA(36:0_22:0),C61 H121 O8 P,PA,58,00,51,1012.87736,Area: cbr_n71.raw (F2),17.006,394782.466206783
PG(16:1_16:1),C38 H71 O10 P,PG,32,02,52,718.47729,Area: cbr_n71.raw (F2),6.863,536911.103205264
TG(20:1e_16:1_18:1) +NH4,C57 H106 O5,TG,54,3e,44,870.8007,Area: cbr_n71.raw (F2),21.789,323134.335316995
PI(16:1_18:1),C43 H79 O13 P,PI,34,02,42,834.52463,Area: cbr_n71.raw (F2),8.256,5124277.0551073
TG(18:0e_16:1_16:1) +NH4,C53 H100 O5,TG,50,2e,51,816.7543,Area: cbr_n71.raw (F2),21.558,5461014.39871749
PI(18:0_18:1),C45 H85 O13 P,PI,36,01,52,864.57108,Area: cbr_n71.raw (F2),11.899,2776842.76095379
PE(20:2e_19:0),C44 H86 N O7 P,PE,39,2e,50,771.61153,Area: cbr_n71.raw (F2),13.506,1201656.42614913
PC(36:1e),C44 H88 N O7 P,PC,36,1e,52,773.6272,Area: cbr_n71.raw (F2),15.351,1894381.97098549
PE(16:1_14:0),C35 H68 N O8 P,PE,30,01,52,661.46658,Area: cbr_n71.raw (F2),7.695,997740.707555925
Cer(d16:1_20:0),C36 H71 N O3,Cer,d36,1,52,565.54168,Area: cbr_n71.raw (F2),13.964,1949992.45934188
PE(16:0e_16:1),C37 H74 N O7 P,PE,32,1e,52,675.51863,Area: cbr_n71.raw (F2),10.996,1480286.17777016
PC(18:2_14:1),C40 H74 N O8 P,PC,32,03,52,727.51294,Area: cbr_n71.raw (F2),6.722,1876415.48652034
PC(6:0_22:1),C36 H70 N O8 P,PC,28,01,52,675.48179,Area: cbr_n71.raw (F2),6.055,1321860.8255222
PC(16:0_12:0),C36 H72 N O8 P,PC,28,00,52,677.49737,Area: cbr_n71.raw (F2),7.272,870352.893614125
DG(32:3e),C35 H64 O4,DG,32,3e,52,548.47856,Area: cbr_n71.raw (F2),7.901,1329278.22056811
PA(43:2),C46 H87 O8 P,PA,43,02,50,798.60949,Area: cbr_n71.raw (F2),8.596,4153131.01192178
PG(16:0_18:3),C40 H73 O10 P,PG,34,03,52,744.49252,Area: cbr_n71.raw (F2),7.546,3907546.36310937
PG(18:1_18:3) +NH4,C42 H75 O10 P,PG,36,04,52,770.50816,Area: cbr_n71.raw (F2),7.644,1673328.42061195
PG(18:1_18:1),C42 H79 O10 P,PG,36,02,52,774.53955,Area: cbr_n71.raw (F2),10.221,947364.262171599
TG(18:0_22:1_22:6),C65 H112 O6,TG,62,07,22,988.85091,Area: cbr_n71.raw (F2),17.794,939254.285931907
PI(18:0_18:2),C45 H83 O13 P,PI,36,02,22,862.55613,Area: cbr_n71.raw (F2),10.238,820053.137129445
PS(16:1_20:4),C42 H72 N O10 P,PS,36,05,52,781.4874,Area: cbr_n71.raw (F2),6.441,865752.643349883
PI(16:1_18:3),C43 H75 O13 P,PI,34,04,52,830.49302,Area: cbr_n71.raw (F2),6.057,1393268.70416758
DG(20:2e),C23 H42 O4,DG,20,2e,51,382.30693,Area: cbr_n71.raw (F2),17.526,1352316.26329171
CerP(d21:2_18:0+O),C39 H76 N O7 P,CerP,d39,2+O,51,701.53416,Area: cbr_n71.raw (F2),11.466,1029221.54876601
PE(16:0_23:0),C44 H88 N O8 P,PE,39,00,33,789.62215,Area: cbr_n71.raw (F2),15.812,1203791.51328119
Cer(d17:0_21:1),C38 H75 N O3,Cer,d38,1,52,593.57282,Area: cbr_n71.raw (F2),15.893,367846.160870277
PS(14:1e_19:1),C39 H74 N O9 P,PS,33,2e,52,731.50848,Area: cbr_n71.raw (F2),6.473,606682.245742809
TG(20:0e_16:0_18:1) +NH4,C57 H110 O5,TG,54,1e,44,874.83243,Area: cbr_n71.raw (F2),22.356,4051122.07437809
PS(37:2),C43 H80 N O10 P,PS,37,02,39,801.55173,Area: cbr_n71.raw (F2),8.306,4687831.79947789
DG(36:5e),C39 H68 O4,DG,36,5e,52,600.50971,Area: cbr_n71.raw (F2),8.388,1160825.23491089
PC(18:0e_18:3),C44 H84 N O7 P,PC,36,3e,52,769.59575,Area: cbr_n71.raw (F2),11.887,2945746.03199247
PE(20:1e_18:1),C43 H84 N O7 P,PE,38,2e,52,757.5965,Area: cbr_n71.raw (F2),15.479,1402661.09390992
PC(20:1_18:1),C46 H88 N O8 P,PC,38,02,43,813.62209,Area: cbr_n71.raw (F2),13.694,535451.663257942
DG(32:4e),C35 H62 O4,DG,32,4e,43,546.46293,Area: cbr_n71.raw (F2),6.866,211088.38204722
PE(16:0_16:0),C37 H74 N O8 P,PE,32,00,52,691.51348,Area: cbr_n71.raw (F2),11.49,1351258.70689549
PE(12:0p_24:1),C41 H80 N O7 P,PE,36,1p,52,729.56551,Area: cbr_n71.raw (F2),13.336,1193805.81652923
DG(36:6e),C39 H66 O4,DG,36,6e,52,598.49419,Area: cbr_n71.raw (F2),7.356,1681952.58244802
DG(34:4e),C37 H66 O4,DG,34,4e,52,574.49401,Area: cbr_n71.raw (F2),9.691,2237508.3150028
PE(17:0_19:0),C41 H82 N O8 P,PE,36,00,52,747.57512,Area: cbr_n71.raw (F2),11.645,1641402.87804589
DG(34:3e),C37 H68 O4,DG,34,3e,52,576.50972,Area: cbr_n71.raw (F2),11.682,2065156.05432559
PC(20:0_18:1),C46 H90 N O8 P,PC,38,01,51,815.63768,Area: cbr_n71.raw (F2),15.939,1589805.0529994
