Name,LSFormula,RT,MainIon,Calc Mass,Class,FA,FA Group Key,C,H,N,O,P,S,Formula
TG(18:1_22:0_16:0) +NH4,C59 H112 O6,22.138,+NH4,916.8459,TG,18:1_22:0_16:0,56:1,59,115,1,6,0,,C59H115NO6
TG(19:0_18:1_16:0) +NH4,C56 H106 O6,21.681,+NH4,874.7989,TG,19:0_18:1_16:0,53:1,56,109,1,6,0,,C56H109NO6
TG(20:0_18:1_18:1) +NH4,C59 H110 O6,21.854,+NH4,914.8302,TG,20:0_18:1_18:1,56:2,59,113,1,6,0,,C59H113NO6
TG(20:0e_16:0_18:1) +NH4,C57 H110 O5,22.316,+NH4,874.8353,TG,20:0e_16:0_18:1,54:1e,57,113,1,5,0,,C57H113NO5
TG(20:0e_16:1_18:1) +NH4,C57 H108 O5,22.021,+NH4,872.8197,TG,20:0e_16:1_18:1,54:2e,57,111,1,5,0,,C57H111NO5
TG(20:0e_18:1_18:1) +NH4,C59 H112 O5,22.275,+NH4,900.851,TG,20:0e_18:1_18:1,56:2e,59,115,1,5,0,,C59H115NO5
TG(20:1_18:1_18:1) +NH4,C59 H108 O6,21.556,+NH4,912.8146,TG,20:1_18:1_18:1,56:3,59,111,1,6,0,,C59H111NO6
TG(20:1e_16:1_18:1) +NH4,C57 H106 O5,21.73,+NH4,870.804,TG,20:1e_16:1_18:1,54:3e,57,109,1,5,0,,C57H109NO5
TG(20:1e_18:1_18:1) +NH4,C59 H110 O5,21.962,+NH4,898.8353,TG,20:1e_18:1_18:1,56:3e,59,113,1,5,0,,C59H113NO5
TG(22:1_24:2_18:1) +NH4,C67 H122 O6,22.253,+NH4,1022.9241,TG,22:1_24:2_18:1,64:4,67,125,1,6,0,,C67H125NO6
TG(22:6_10:1_12:4) +NH4,C47 H68 O6,5.186,+NH4,728.5016,TG,22:6_10:1_12:4,44:11,47,71,1,6,0,,C47H71NO6
TG(25:0_16:0_18:1) +NH4,C62 H118 O6,22.368,+NH4,958.8928,TG,25:0_16:0_18:1,59:1,62,121,1,6,0,,C62H121NO6
TG(26:0_16:0_16:0) +NH4,C61 H118 O6,22.745,+NH4,946.8928,TG,26:0_16:0_16:0,58:0,61,121,1,6,0,,C61H121NO6
TG(26:0_16:0_18:1) +NH4,C63 H120 O6,22.689,+NH4,972.9085,TG,26:0_16:0_18:1,60:1,63,123,1,6,0,,C63H123NO6
TG(26:0_16:1_16:0) +NH4,C61 H116 O6,22.42,+NH4,944.8772,TG,26:0_16:1_16:0,58:1,61,119,1,6,0,,C61H119NO6
TG(26:0_16:1_16:1) +NH4,C61 H114 O6,22.087,+NH4,942.8615,TG,26:0_16:1_16:1,58:2,61,117,1,6,0,,C61H117NO6
TG(26:1_18:1_16:0) +NH4,C63 H118 O6,22.335,+NH4,970.8928,TG,26:1_18:1_16:0,60:2,63,121,1,6,0,,C63H121NO6
TG(26:1_18:1_16:1) +NH4,C63 H116 O6,22.043,+NH4,968.8772,TG,26:1_18:1_16:1,60:3,63,119,1,6,0,,C63H119NO6
TG(26:1_18:1_18:1) +NH4,C65 H120 O6,22.274,+NH4,996.9085,TG,26:1_18:1_18:1,62:3,65,123,1,6,0,,C65H123NO6
TG(27:0_18:1_16:0) +NH4,C64 H122 O6,22.629,+NH4,986.9241,TG,27:0_18:1_16:0,61:1,64,125,1,6,0,,C64H125NO6
TG(28:0_18:1_16:0) +NH4,C65 H124 O6,22.668,+NH4,1000.9398,TG,28:0_18:1_16:0,62:1,65,127,1,6,0,,C65H127NO6
TG(28:0_22:1_16:0) +NH4,C69 H132 O6,23.508,+NH4,1057.0024,TG,28:0_22:1_16:0,66:1,69,135,1,6,0,,C69H135NO6
TG(28:1_16:1_18:2) +NH4,C65 H118 O6,22.024,+NH4,994.8928,TG,28:1_16:1_18:2,62:4,65,121,1,6,0,,C65H121NO6
TG(28:1_18:1_16:0) +NH4,C65 H122 O6,22.607,+NH4,998.9241,TG,28:1_18:1_16:0,62:2,65,125,1,6,0,,C65H125NO6
TG(28:1_18:1_18:1) +NH4,C67 H124 O6,22.547,+NH4,1024.9398,TG,28:1_18:1_18:1,64:3,67,127,1,6,0,,C67H127NO6
TG(30:0_18:1_16:0) +NH4,C67 H128 O6,23.315,+NH4,1028.9711,TG,30:0_18:1_16:0,64:1,67,131,1,6,0,,C67H131NO6
TG(30:0_18:1_18:1) +NH4,C69 H130 O6,23.174,+NH4,1054.9867,TG,30:0_18:1_18:1,66:2,69,133,1,6,0,,C69H133NO6
TG(30:1_18:1_16:0) +NH4,C67 H126 O6,22.936,+NH4,1026.9554,TG,30:1_18:1_16:0,64:2,67,129,1,6,0,,C67H129NO6
TG(4:0_10:1_11:3) +NH4,C28 H44 O6,1.327,+NH4,476.3138,TG,4:0_10:1_11:3,25:4,28,47,1,6,0,,C28H47NO6
TG(4:0_11:1_20:0) +NH4,C38 H70 O6,15.263,+NH4,622.5172,TG,4:0_11:1_20:0,35:1,38,73,1,6,0,,C38H73NO6
TG(4:0_14:1_14:0) +NH4,C35 H64 O6,11.793,+NH4,580.4703,TG,4:0_14:1_14:0,32:1,35,67,1,6,0,,C35H67NO6
TG(4:0_14:1_16:0) +NH4,C37 H68 O6,15.468,+NH4,608.5016,TG,4:0_14:1_16:0,34:1,37,71,1,6,0,,C37H71NO6
TG(4:0_14:1_16:1) +NH4,C37 H66 O6,11.933,+NH4,606.4859,TG,4:0_14:1_16:1,34:2,37,69,1,6,0,,C37H69NO6
TG(4:0_16:0_14:0) +NH4,C37 H70 O6,15.972,+NH4,610.5172,TG,4:0_16:0_14:0,34:0,37,73,1,6,0,,C37H73NO6
TG(4:0_16:0_16:0) +NH4,C39 H74 O6,17.502,+NH4,638.5485,TG,4:0_16:0_16:0,36:0,39,77,1,6,0,,C39H77NO6
TG(4:0_16:0_18:1) +NH4,C41 H76 O6,18.262,+NH4,664.5642,TG,4:0_16:0_18:1,38:1,41,79,1,6,0,,C41H79NO6
TG(4:0_16:0_18:3) +NH4,C41 H72 O6,15.126,+NH4,660.5329,TG,4:0_16:0_18:3,38:3,41,75,1,6,0,,C41H75NO6
TG(4:0_16:0_22:5) +NH4,C45 H76 O6,18.143,+NH4,712.5642,TG,4:0_16:0_22:5,42:5,45,79,1,6,0,,C45H79NO6
TG(4:0_16:1_14:0) +NH4,C37 H68 O6,14.317,+NH4,608.5016,TG,4:0_16:1_14:0,34:1,37,71,1,6,0,,C37H71NO6
TG(4:0_16:1_16:0) +NH4,C39 H72 O6,16.026,+NH4,636.5329,TG,4:0_16:1_16:0,36:1,39,75,1,6,0,,C39H75NO6
TG(4:0_16:1_16:0) +NH4,C39 H72 O6,16.201,+NH4,636.5329,TG,4:0_16:1_16:0,36:1,39,75,1,6,0,,C39H75NO6
TG(4:0_16:1_16:0) +NH4,C39 H72 O6,16.669,+NH4,636.5329,TG,4:0_16:1_16:0,36:1,39,75,1,6,0,,C39H75NO6
TG(4:0_16:1_16:0) +NH4,C39 H72 O6,17.32,+NH4,636.5329,TG,4:0_16:1_16:0,36:1,39,75,1,6,0,,C39H75NO6
TG(4:0_16:1_16:1) +NH4,C39 H70 O6,14.051,+NH4,634.5172,TG,4:0_16:1_16:1,36:2,39,73,1,6,0,,C39H73NO6
TG(4:0_16:1_16:1) +NH4,C39 H70 O6,15.405,+NH4,634.5172,TG,4:0_16:1_16:1,36:2,39,73,1,6,0,,C39H73NO6
TG(4:0_16:1_17:1) +NH4,C40 H72 O6,15.479,+NH4,648.5329,TG,4:0_16:1_17:1,37:2,40,75,1,6,0,,C40H75NO6
TG(4:0_16:1_18:1) +NH4,C41 H74 O6,14.061,+NH4,662.5485,TG,4:0_16:1_18:1,38:2,41,77,1,6,0,,C41H77NO6
TG(4:0_16:1_18:1) +NH4,C41 H74 O6,16.097,+NH4,662.5485,TG,4:0_16:1_18:1,38:2,41,77,1,6,0,,C41H77NO6
TG(4:0_16:1_18:2) +NH4,C41 H72 O6,14.46,+NH4,660.5329,TG,4:0_16:1_18:2,38:3,41,75,1,6,0,,C41H75NO6
TG(4:0_16:1_6:0) +NH4,C29 H52 O6,6.646,+NH4,496.3764,TG,4:0_16:1_6:0,26:1,29,55,1,6,0,,C29H55NO6
TG(4:0_17:1_16:0) +NH4,C40 H74 O6,16.859,+NH4,650.5485,TG,4:0_17:1_16:0,37:1,40,77,1,6,0,,C40H77NO6
TG(4:0_17:1_18:1) +NH4,C42 H76 O6,16.802,+NH4,676.5642,TG,4:0_17:1_18:1,39:2,42,79,1,6,0,,C42H79NO6
TG(4:0_18:1_16:0) +NH4,C41 H76 O6,17.466,+NH4,664.5642,TG,4:0_18:1_16:0,38:1,41,79,1,6,0,,C41H79NO6
TG(4:0_18:1_16:1) +NH4,C41 H74 O6,17.01,+NH4,662.5485,TG,4:0_18:1_16:1,38:2,41,77,1,6,0,,C41H77NO6
TG(4:0_18:1_17:0) +NH4,C42 H78 O6,17.914,+NH4,678.5798,TG,4:0_18:1_17:0,39:1,42,81,1,6,0,,C42H81NO6
TG(4:0_18:1_18:1) +NH4,C43 H78 O6,18.184,+NH4,690.5798,TG,4:0_18:1_18:1,40:2,43,81,1,6,0,,C43H81NO6
TG(4:0_18:1_20:0) +NH4,C45 H84 O6,19.683,+NH4,720.6268,TG,4:0_18:1_20:0,42:1,45,87,1,6,0,,C45H87NO6
TG(4:0_18:2_18:1) +NH4,C43 H76 O6,16.321,+NH4,688.5642,TG,4:0_18:2_18:1,40:3,43,79,1,6,0,,C43H79NO6
TG(4:0_9:0_11:1) +NH4,C27 H48 O6,5.462,+NH4,468.3451,TG,4:0_9:0_11:1,24:1,27,51,1,6,0,,C27H51NO6
TG(6:0_11:1_23:0) +NH4,C43 H80 O6,17.476,+NH4,692.5955,TG,6:0_11:1_23:0,40:1,43,83,1,6,0,,C43H83NO6
PA(36:0_22:0),C61 H121 O8 N0 P1,16.975,-H,1012.8799,PA,36:0_22:0,58:0,61,121,0,8,1,,C61H121O8P
PA(40:0e),C43 H87 O7 N0 P1,22.536,-H,746.6189,PA,40:0e,40:0e,43,87,0,7,1,,C43H87O7P
PA(43:2),C46 H87 O8 N0 P1,8.541,-H,798.6139,PA,43:2,43:2,46,87,0,8,1,,C46H87O8P
PA(43:2),C46 H87 O8 N0 P1,25.867,-H,798.6139,PA,43:2,43:2,46,87,0,8,1,,C46H87O8P
PA(58:0),C61 H121 O8 N0 P1,17.727,-H,1012.8799,PA,58:0,58:0,61,121,0,8,1,,C61H121O8P
PA(60:0),C63 H125 O8 N0 P1,18.659,-H,1040.9112,PA,60:0,60:0,63,125,0,8,1,,C63H125O8P
PE(16:0_18:1),C39 H76 O8 N1 P1,11.68,-H,717.5309,PE,16:0_18:1,34:1,39,76,1,8,1,,C39H76NO8P
PE(16:0e_16:1),C37 H74 O7 N1 P1,10.952,-H,675.5203,PE,16:0e_16:1,32:1e,37,74,1,7,1,,C37H74NO7P
PE(16:0e_18:1),C39 H78 O7 N1 P1,13.43,-H,703.5516,PE,16:0e_18:1,34:1e,39,78,1,7,1,,C39H78NO7P
PE(16:1e_18:1),C39 H76 O7 N1 P1,12.975,-H,701.5359,PE,16:1e_18:1,34:2e,39,76,1,7,1,,C39H76NO7P
PE(18:0_18:1),C41 H80 O8 N1 P1,15.234,-H,745.5622,PE,18:0_18:1,36:1,41,80,1,8,1,,C41H80NO8P
PE(18:0e_16:1),C39 H78 O7 N1 P1,14.901,-H,703.5516,PE,18:0e_16:1,34:1e,39,78,1,7,1,,C39H78NO7P
PE(18:0e_18:0),C41 H84 O7 N1 P1,17.059,-H,733.5985,PE,18:0e_18:0,36:0e,41,84,1,7,1,,C41H84NO7P
PE(18:1_18:1),C41 H78 O8 N1 P1,13.785,-H,743.5465,PE,18:1_18:1,36:2,41,78,1,8,1,,C41H78NO8P
PE(18:1e_18:1),C41 H80 O7 N1 P1,15.226,-H,729.5672,PE,18:1e_18:1,36:2e,41,80,1,7,1,,C41H80NO7P
PE(18:1e_18:1),C41 H80 O7 N1 P1,16.301,-H,729.5672,PE,18:1e_18:1,36:2e,41,80,1,7,1,,C41H80NO7P
PE(18:1e_18:2),C41 H78 O7 N1 P1,13.497,-H,727.5516,PE,18:1e_18:2,36:3e,41,78,1,7,1,,C41H78NO7P
PE(18:1e_18:3),C41 H76 O7 N1 P1,11.883,-H,725.5359,PE,18:1e_18:3,36:4e,41,76,1,7,1,,C41H76NO7P
PE(19:0_18:1),C42 H82 O8 N1 P1,14.595,-H,759.5778,PE,19:0_18:1,37:1,42,82,1,8,1,,C42H82NO8P
PE(20:0_18:2),C43 H82 O8 N1 P1,14.721,-H,771.5778,PE,20:0_18:2,38:2,43,82,1,8,1,,C43H82NO8P
PE(20:1e_18:1),C43 H84 O7 N1 P1,16.888,-H,757.5985,PE,20:1e_18:1,38:2e,43,84,1,7,1,,C43H84NO7P
PE(34:2),C39 H74 O8 N1 P1,27.719,-H,715.5152,PE,34:2,34:2,39,74,1,8,1,,C39H74NO8P
PE(8:1e_10:0),C23 H46 O7 N1 P1,2.067,-H,479.3012,PE,8:1e_10:0,18:1e,23,46,1,7,1,,C23H46NO7P
PG(16:0_16:1),C38 H73 O10 N0 P1,8.191,-H,720.4941,PG,16:0_16:1,32:1,38,73,0,10,1,,C38H73O10P
PG(16:0_18:1),C40 H77 O10 N0 P1,10.014,-H,748.5254,PG,16:0_18:1,34:1,40,77,0,10,1,,C40H77O10P
PG(16:0_18:2),C40 H75 O10 N0 P1,8.301,-H,746.5098,PG,16:0_18:2,34:2,40,75,0,10,1,,C40H75O10P
PG(16:0_18:3),C40 H73 O10 N0 P1,7.259,-H,744.4941,PG,16:0_18:3,34:3,40,73,0,10,1,,C40H73O10P
PG(16:1_16:1),C38 H71 O10 N0 P1,6.806,-H,718.4785,PG,16:1_16:1,32:2,38,71,0,10,1,,C38H71O10P
PG(16:1_18:3),C40 H71 O10 N0 P1,6.255,-H,742.4785,PG,16:1_18:3,34:4,40,71,0,10,1,,C40H71O10P
PG(18:1_18:1),C42 H79 O10 N0 P1,10.182,-H,774.5411,PG,18:1_18:1,36:2,42,79,0,10,1,,C42H79O10P
PG(18:1_18:2),C42 H77 O10 N0 P1,8.688,-H,772.5254,PG,18:1_18:2,36:3,42,77,0,10,1,,C42H77O10P
PG(18:3_18:2),C42 H73 O10 N0 P1,6.509,-H,768.4941,PG,18:3_18:2,36:5,42,73,0,10,1,,C42H73O10P
PG(18:3_18:3),C42 H71 O10 N0 P1,5.769,-H,766.4785,PG,18:3_18:3,36:6,42,71,0,10,1,,C42H71O10P
PG(26:5),C32 H53 O10 N0 P1,3.84,-H,628.3376,PG,26:5,26:5,32,53,0,10,1,,C32H53O10P
PG(28:6),C34 H55 O10 N0 P1,4.007,-H,654.3533,PG,28:6,28:6,34,55,0,10,1,,C34H55O10P
PG(40:3e),C46 H87 O9 N0 P1,4.776,-H,814.6088,PG,40:3e,40:3e,46,87,0,9,1,,C46H87O9P
PI(16:0_14:1),C39 H73 O13 N0 P1,6.499,-H,780.4789,PI,16:0_14:1,30:1,39,73,0,13,1,,C39H73O13P
PI(16:0_16:1),C41 H77 O13 N0 P1,7.844,-H,808.5102,PI,16:0_16:1,32:1,41,77,0,13,1,,C41H77O13P
PI(16:0_18:1),C43 H81 O13 N0 P1,9.634,-H,836.5415,PI,16:0_18:1,34:1,43,81,0,13,1,,C43H81O13P
PI(16:0_18:3),C43 H77 O13 N0 P1,6.827,-H,832.5102,PI,16:0_18:3,34:3,43,77,0,13,1,,C43H77O13P
PI(16:1_16:1),C41 H75 O13 N0 P1,6.528,-H,806.4945,PI,16:1_16:1,32:2,41,75,0,13,1,,C41H75O13P
PI(16:1_18:1),C43 H79 O13 N0 P1,7.968,-H,834.5258,PI,16:1_18:1,34:2,43,79,0,13,1,,C43H79O13P
PI(16:1_18:3),C43 H75 O13 N0 P1,6.005,-H,830.4945,PI,16:1_18:3,34:4,43,75,0,13,1,,C43H75O13P
PI(18:0_18:1),C45 H85 O13 N0 P1,11.835,-H,864.5728,PI,18:0_18:1,36:1,45,85,0,13,1,,C45H85O13P
PI(18:0_18:2),C45 H83 O13 N0 P1,10.323,-H,862.5571,PI,18:0_18:2,36:2,45,83,0,13,1,,C45H83O13P
PI(18:0_18:3),C45 H81 O13 N0 P1,8.909,-H,860.5415,PI,18:0_18:3,36:3,45,81,0,13,1,,C45H81O13P
PI(18:1_18:1),C45 H83 O13 N0 P1,9.781,-H,862.5571,PI,18:1_18:1,36:2,45,83,0,13,1,,C45H83O13P
PI(18:1_18:2),C45 H81 O13 N0 P1,8.327,-H,860.5415,PI,18:1_18:2,36:3,45,81,0,13,1,,C45H81O13P
PI(18:2_18:2),C45 H79 O13 N0 P1,7.279,-H,858.5258,PI,18:2_18:2,36:4,45,79,0,13,1,,C45H79O13P
PI(18:3_18:2),C45 H77 O13 N0 P1,6.252,-H,856.5102,PI,18:3_18:2,36:5,45,77,0,13,1,,C45H77O13P
PI(18:3_18:3),C45 H75 O13 N0 P1,5.548,-H,854.4945,PI,18:3_18:3,36:6,45,75,0,13,1,,C45H75O13P
PI(30:1),C39 H73 O13 N0 P1,5.652,-H,780.4789,PI,30:1,30:1,39,73,0,13,1,,C39H73O13P
PS(16:0_18:1),C40 H76 O10 N1 P1,9.979,-H,761.5207,PS,16:0_18:1,34:1,40,76,1,10,1,,C40H76NO10P
PS(16:1_16:1),C38 H70 O10 N1 P1,6.703,-H,731.4737,PS,16:1_16:1,32:2,38,70,1,10,1,,C38H70NO10P
PS(16:1_18:3),C40 H70 O10 N1 P1,6.135,-H,755.4737,PS,16:1_18:3,34:4,40,70,1,10,1,,C40H70NO10P
PS(18:1_20:2),C44 H80 O10 N1 P1,14.118,-H,813.552,PS,18:1_20:2,38:3,44,80,1,10,1,,C44H80NO10P
PS(18:1_20:4),C44 H76 O10 N1 P1,10.041,-H,809.5207,PS,18:1_20:4,38:5,44,76,1,10,1,,C44H76NO10P
PS(18:3_18:3),C42 H70 O10 N1 P1,7.091,-H,779.4737,PS,18:3_18:3,36:6,42,70,1,10,1,,C42H70NO10P
PS(21:0),C27 H52 O10 N1 P1,1.559,-H,581.3329,PS,21:0,21:0,27,52,1,10,1,,C27H52NO10P
PS(21:0e),C27 H54 O9 N1 P1,3.727,-H,567.3536,PS,21:0e,21:0e,27,54,1,9,1,,C27H54NO9P
PS(24:1e),C30 H58 O9 N1 P1,3.99,-H,607.3849,PS,24:1e,24:1e,30,58,1,9,1,,C30H58NO9P
PS(26:2e),C32 H60 O9 N1 P1,3.99,-H,633.4006,PS,26:2e,26:2e,32,60,1,9,1,,C32H60NO9P
PS(33:0),C39 H76 O10 N1 P1,7.236,-H,749.5207,PS,33:0,33:0,39,76,1,10,1,,C39H76NO10P
PS(33:2),C39 H72 O10 N1 P1,4.299,-H,745.4894,PS,33:2,33:2,39,72,1,10,1,,C39H72NO10P
PS(34:4),C40 H70 O10 N1 P1,7.803,-H,755.4737,PS,34:4,34:4,40,70,1,10,1,,C40H70NO10P
PS(36:3),C42 H76 O10 N1 P1,11.593,-H,785.5207,PS,36:3,36:3,42,76,1,10,1,,C42H76NO10P
PS(36:4),C42 H74 O10 N1 P1,9.651,-H,783.505,PS,36:4,36:4,42,74,1,10,1,,C42H74NO10P
PS(37:0),C43 H84 O10 N1 P1,11.067,-H,805.5833,PS,37:0,37:0,43,84,1,10,1,,C43H84NO10P
PS(37:1),C43 H82 O10 N1 P1,9.137,-H,803.5676,PS,37:1,37:1,43,82,1,10,1,,C43H82NO10P
PS(37:1),C43 H82 O10 N1 P1,10.457,-H,803.5676,PS,37:1,37:1,43,82,1,10,1,,C43H82NO10P
PS(37:2),C43 H80 O10 N1 P1,8.261,-H,801.552,PS,37:2,37:2,43,80,1,10,1,,C43H80NO10P
PS(38:3e),C44 H82 O9 N1 P1,15.564,-H,799.5727,PS,38:3e,38:3e,44,82,1,9,1,,C44H82NO9P
PS(38:4),C44 H78 O10 N1 P1,11.796,-H,811.5363,PS,38:4,38:4,44,78,1,10,1,,C44H78NO10P
PS(38:4e),C44 H80 O9 N1 P1,13.862,-H,797.5571,PS,38:4e,38:4e,44,80,1,9,1,,C44H80NO9P
PS(38:4e),C44 H80 O9 N1 P1,15.219,-H,797.5571,PS,38:4e,38:4e,44,80,1,9,1,,C44H80NO9P
PS(38:5),C44 H76 O10 N1 P1,10.735,-H,809.5207,PS,38:5,38:5,44,76,1,10,1,,C44H76NO10P
PS(38:5e),C44 H78 O9 N1 P1,12.306,-H,795.5414,PS,38:5e,38:5e,44,78,1,9,1,,C44H78NO9P
PS(38:6),C44 H74 O10 N1 P1,8.774,-H,807.505,PS,38:6,38:6,44,74,1,10,1,,C44H74NO10P
PS(38:8),C44 H70 O10 N1 P1,6.472,-H,803.4737,PS,38:8,38:8,44,70,1,10,1,,C44H70NO10P
PS(39:1),C45 H86 O10 N1 P1,11.271,-H,831.5989,PS,39:1,39:1,45,86,1,10,1,,C45H86NO10P
PS(39:2e),C45 H86 O9 N1 P1,4.742,-H,815.604,PS,39:2e,39:2e,45,86,1,9,1,,C45H86NO9P
